#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.95006  0.05745  0.03882  2.30778  0.000448  0.000302  0.012530     1.485
   0.95866  0.04931  0.03604  2.38215  0.000387  0.000260  0.013752     1.486
   0.96658  0.04191  0.03323  2.45951  0.000333  0.000224  0.015061     1.488
   0.97373  0.03532  0.03046  2.54247  0.000284  0.000191  0.016591     1.490
   0.98007  0.02957  0.02778  2.62860  0.000242  0.000162  0.018304     1.493
   0.98561  0.02464  0.02525  2.71845  0.000205  0.000137  0.020297     1.493
   0.99043  0.02044  0.02289  2.81537  0.000171  0.000115  0.022870     1.488
   0.99461  0.01688  0.02070  2.91473  0.000142  0.000096  0.025966     1.479
   0.99826  0.01386  0.01865  3.01726  0.000117  0.000080  0.029794     1.465
   1.00147  0.01129  0.01673  3.12436  0.000095  0.000065  0.034671     1.445
   1.00431  0.00910  0.01492  3.22974  0.000076  0.000053  0.040257     1.426
   1.00685  0.00723  0.01320  3.33631  0.000061  0.000043  0.045821     1.422
   1.00915  0.00562  0.01156  3.43768  0.000052  0.000035  0.044074     1.518
   1.01124  0.00425  0.00998  3.54160  0.000057  0.000028  0.021668     2.015
   1.01316  0.00310  0.00845  3.82377  0.000108  0.000018 -0.002090     6.051
   1.01491  0.00214  0.00698  3.86636  0.000075  0.000017 -0.001973     4.558
   1.01654  0.00137  0.00555  3.93459  0.000050  0.000015  0.003648     3.348
   1.01806  0.00078  0.00414  4.01951  0.000037  0.000013  0.012600     2.842
   1.01951  0.00035  0.00275  4.07550  0.000030  0.000011  0.019860     2.649
   1.02091  0.00009  0.00139  4.09795  0.000026  0.000010  0.024969     2.576
   1.02225  0.00000  0.00005  4.09725  0.000023  0.000009  0.032991     2.468
   1.02356  0.00008 -0.00126  4.03483  0.000019  0.000008  0.044102     2.329
   1.02488  0.00037 -0.00255  3.85450  0.000017  0.000008  0.051802     2.222
   1.02623  0.00085 -0.00381  3.56617  0.000017  0.000008  0.048859     2.202
   1.02766  0.00154 -0.00506  3.25508  0.000018  0.000008  0.043463     2.204
   1.02917  0.00244 -0.00628  2.93618  0.000018  0.000008  0.038968     2.187
   1.03079  0.00356 -0.00744  2.59969  0.000019  0.000009  0.033826     2.164
   1.03252  0.00491 -0.00853  2.25608  0.000020  0.000009  0.027853     2.141
   1.03439  0.00648 -0.00956  1.93200  0.000022  0.000010  0.021299     2.142
   1.03643  0.00827 -0.01053  1.65344  0.000025  0.000012  0.016101     2.153
   1.03867  0.01030 -0.01146  1.41232  0.000028  0.000013  0.012453     2.152
   1.04115  0.01262 -0.01236  1.19638  0.000031  0.000014  0.009355     2.162
   1.04395  0.01527 -0.01323  1.00404  0.000034  0.000016  0.007090     2.162
   1.04713  0.01833 -0.01409  0.82962  0.000038  0.000018  0.005163     2.176
   1.05078  0.02189 -0.01492  0.67180  0.000043  0.000020  0.003790     2.172
   1.05503  0.02606 -0.01574  0.52704  0.000048  0.000022  0.002580     2.196
   1.06002  0.03099 -0.01654  0.39462  0.000053  0.000024  0.001772     2.186
   1.06591  0.03683 -0.01730  0.27186  0.000060  0.000027  0.001042     2.219
   1.07284  0.04373 -0.01800  0.15990  0.000066  0.000030  0.000569     2.201
   1.08089  0.05175 -0.01862  0.06026  0.000079  0.000035  0.000175     2.230
   1.09000  0.06084 -0.01913 -0.02819  0.000079  0.000035  0.000082     2.230
   1.10001  0.07084 -0.01951 -0.10398  0.000095  0.000042  0.000244     2.257
   1.11070  0.08153 -0.01976 -0.16848  0.000100  0.000045  0.000384     2.228
   1.12185  0.09269 -0.01989 -0.22335  0.000112  0.000049  0.000437     2.276
   1.13333  0.10417 -0.01992 -0.27037  0.000118  0.000053  0.000512     2.251
   1.14504  0.11588 -0.01986 -0.31008  0.000129  0.000057  0.000520     2.286
   1.15691  0.12775 -0.01972 -0.34509  0.000136  0.000060  0.000561     2.268
   1.16889  0.13972 -0.01953 -0.37587  0.000145  0.000063  0.000563     2.286
   1.18095  0.15178 -0.01928 -0.40279  0.000152  0.000067  0.000572     2.288
   1.19307  0.16389 -0.01899 -0.42691  0.000160  0.000070  0.000575     2.293
   1.20523  0.17605 -0.01867 -0.44905  0.000167  0.000073  0.000582     2.292
   1.21742  0.18824 -0.01830 -0.46852  0.000175  0.000076  0.000572     2.304
   1.22965  0.20046 -0.01791 -0.48663  0.000181  0.000079  0.000575     2.301
   1.24191  0.21271 -0.01750 -0.50296  0.000188  0.000082  0.000567     2.309
   1.25418  0.22498 -0.01707 -0.51852  0.000194  0.000084  0.000571     2.305
   1.26646  0.23725 -0.01661 -0.53244  0.000201  0.000087  0.000559     2.315
   1.27877  0.24955 -0.01613 -0.54548  0.000207  0.000089  0.000556     2.316
   1.29109  0.26186 -0.01564 -0.55785  0.000213  0.000092  0.000553     2.315
   1.30342  0.27417 -0.01514 -0.56928  0.000219  0.000094  0.000546     2.320
   1.31576  0.28651 -0.01462 -0.57989  0.000225  0.000097  0.000539     2.324
   1.32811  0.29885 -0.01409 -0.58980  0.000231  0.000099  0.000532     2.327
   1.34048  0.31121 -0.01355 -0.59931  0.000237  0.000102  0.000528     2.327
   1.35287  0.32359 -0.01301 -0.60837  0.000242  0.000104  0.000524     2.328
   1.36527  0.33597 -0.01246 -0.61699  0.000247  0.000106  0.000520     2.329
   1.37766  0.34835 -0.01191 -0.62500  0.000253  0.000109  0.000512     2.333
   1.39006  0.36074 -0.01136 -0.63322  0.000257  0.000110  0.000515     2.326
   1.40246  0.37312 -0.01080 -0.64052  0.000263  0.000113  0.000505     2.334
   1.41486  0.38551 -0.01024 -0.64738  0.000269  0.000115  0.000497     2.339
   1.42727  0.39791 -0.00967 -0.65453  0.000272  0.000117  0.000499     2.333
   1.43968  0.41030 -0.00911 -0.66079  0.000278  0.000119  0.000489     2.341
   1.45208  0.42269 -0.00854 -0.66725  0.000282  0.000121  0.000489     2.337
   1.46447  0.43507 -0.00797 -0.67295  0.000288  0.000123  0.000479     2.345
   1.47686  0.44745 -0.00741 -0.67882  0.000292  0.000125  0.000478     2.342
   1.48926  0.45983 -0.00685 -0.68408  0.000298  0.000127  0.000470     2.348
   1.50165  0.47221 -0.00630 -0.69004  0.000300  0.000128  0.000476     2.337
   1.51404  0.48459 -0.00575 -0.69489  0.000306  0.000130  0.000465     2.348
   1.52641  0.49695 -0.00520 -0.69996  0.000310  0.000132  0.000463     2.346
   1.53879  0.50931 -0.00466 -0.70497  0.000314  0.000134  0.000461     2.345
   1.55116  0.52167 -0.00414 -0.70978  0.000318  0.000135  0.000458     2.345
   1.56351  0.53402 -0.00361 -0.71430  0.000322  0.000137  0.000453     2.348
   1.57586  0.54635 -0.00310 -0.71891  0.000326  0.000139  0.000452     2.346
   1.58820  0.55868 -0.00260 -0.72338  0.000329  0.000140  0.000450     2.346
   1.60053  0.57100 -0.00212 -0.72785  0.000333  0.000142  0.000450     2.344
   1.61287  0.58333 -0.00165 -0.73230  0.000336  0.000143  0.000449     2.341
   1.62519  0.59565 -0.00118 -0.73629  0.000340  0.000145  0.000443     2.346
   1.63751  0.60796 -0.00074 -0.74112  0.000341  0.000146  0.000451     2.333
   1.64983  0.62027 -0.00031 -0.74507  0.000345  0.000148  0.000445     2.339
   1.66215  0.63259  0.00011 -0.74949  0.000347  0.000149  0.000448     2.334
   1.67447  0.64489  0.00051 -0.75339  0.000351  0.000150  0.000443     2.338
   1.68678  0.65720  0.00090 -0.75780  0.000352  0.000151  0.000447     2.331
   1.69909  0.66950  0.00127 -0.76182  0.000356  0.000152  0.000445     2.332
   1.71138  0.68179  0.00162 -0.76605  0.000357  0.000154  0.000447     2.328
   1.72367  0.69407  0.00196 -0.76993  0.000361  0.000155  0.000445     2.330
   1.73596  0.70636  0.00228 -0.77468  0.000360  0.000155  0.000454     2.316
   1.74824  0.71864  0.00257 -0.77816  0.000365  0.000157  0.000445     2.327
   1.76051  0.73091  0.00285 -0.78246  0.000366  0.000158  0.000450     2.320
   1.77277  0.74316  0.00311 -0.78675  0.000367  0.000158  0.000453     2.315
   1.78503  0.75541  0.00334 -0.79082  0.000369  0.000159  0.000453     2.314
   1.79727  0.76766  0.00355 -0.79538  0.000368  0.000160  0.000460     2.305
   1.80951  0.77990  0.00373 -0.80013  0.000368  0.000160  0.000468     2.296
   1.82175  0.79213  0.00389 -0.80447  0.000369  0.000161  0.000469     2.295
   1.83398  0.80436  0.00402 -0.80914  0.000369  0.000161  0.000474     2.290
   1.84619  0.81658  0.00412 -0.81421  0.000368  0.000161  0.000483     2.280
   1.85839  0.82878  0.00420 -0.81866  0.000370  0.000162  0.000483     2.281
   1.87058  0.84096  0.00424 -0.82454  0.000365  0.000162  0.000500     2.262
   1.88275  0.85313  0.00425 -0.82968  0.000365  0.000162  0.000505     2.259
   1.89490  0.86528  0.00423 -0.83562  0.000362  0.000161  0.000519     2.246
   1.90702  0.87740  0.00416 -0.84126  0.000361  0.000161  0.000526     2.242
   1.91912  0.88950  0.00406 -0.84861  0.000355  0.000160  0.000553     2.217
   1.93119  0.90157  0.00391 -0.85518  0.000352  0.000159  0.000564     2.211
   1.94323  0.91360  0.00371 -0.86380  0.000344  0.000157  0.000598     2.184
   1.95522  0.92559  0.00346 -0.87220  0.000338  0.000156  0.000622     2.169
   1.96713  0.93750  0.00315 -0.88282  0.000327  0.000153  0.000667     2.138
   1.97894  0.94930  0.00279 -0.89463  0.000316  0.000150  0.000717     2.109
   1.99056  0.96092  0.00235 -0.90853  0.000303  0.000146  0.000782     2.074
   2.00192  0.97226  0.00183 -0.92788  0.000281  0.000140  0.000903     2.015
   2.01288  0.98321  0.00122 -0.95448  0.000253  0.000131  0.001090     1.942
   2.02326  0.99357  0.00052 -1.00768  0.000202  0.000112  0.001603     1.796
   2.02971  1.00000  0.00000 -1.00599  0.000225  0.000118  0.001957     1.912
   2.02971  1.00010 -0.00001  1.00599  0.047293  0.009634  0.000000     4.909
   2.03618  1.00653 -0.00074  1.00316  0.045843  0.009820  0.000000     4.669
   2.04344  1.01376 -0.00136  1.00016  0.045147  0.010016  0.000000     4.508
   2.05158  1.02188 -0.00191  0.99659  0.044396  0.010248  0.000000     4.332
   2.06071  1.03100 -0.00241  0.99228  0.043534  0.010529  0.000000     4.135
   2.07096  1.04123 -0.00283  0.98694  0.042507  0.010877  0.000000     3.908
   2.08245  1.05272 -0.00317  0.98001  0.041284  0.011328  0.000000     3.644
   2.09534  1.06561 -0.00341  0.97021  0.039859  0.011970  0.000000     3.330
   2.10979  1.08006 -0.00353  0.95764  0.038225  0.012803  0.000000     2.986
   2.12601  1.09628 -0.00348  0.95047  0.036283  0.013279  0.000000     2.732
   2.14420  1.11447 -0.00324  0.94454  0.034182  0.013669  0.000000     2.501
   2.16460  1.13487 -0.00277  0.94011  0.031977  0.013954  0.000000     2.292
   2.18749  1.15774 -0.00200  0.93736  0.029734  0.014127  0.000000     2.105
   2.21317  1.18339 -0.00087  0.93635  0.027529  0.014189  0.000000     1.940
   2.24196  1.21215  0.00068  0.93695  0.025432  0.014153  0.000000     1.797
   2.27427  1.24438  0.00274  0.93893  0.023499  0.014042  0.000000     1.673
   2.31050  1.28052  0.00542  0.94192  0.021764  0.013881  0.000000     1.568
   2.35115  1.32102  0.00883  0.94557  0.020239  0.013693  0.000000     1.478
   2.39674  1.36641  0.01310  0.94956  0.018920  0.013496  0.000000     1.402
   2.44788  1.41728  0.01840  0.95366  0.017788  0.013302  0.000000     1.337
   2.50525  1.47428  0.02489  0.95769  0.016823  0.013118  0.000000     1.282
   2.56960  1.53814  0.03278  0.96157  0.016000  0.012946  0.000000     1.236
   2.64178  1.60969  0.04231  0.96525  0.015301  0.012788  0.000000     1.197
   2.72275  1.68985  0.05374  0.96868  0.014708  0.012644  0.000000     1.163
   2.81357  1.77964  0.06736  0.97188  0.014206  0.012514  0.000000     1.135
   2.91544  1.88022  0.08353  0.97482  0.013783  0.012396  0.000000     1.112
   3.02971  1.99289  0.10261  0.97886  0.013368  0.012238  0.000000     1.092
