#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.51241  0.49240  0.06710  1.28691  0.008872  0.005142  0.002853     1.726
   0.52443  0.48040  0.06771  1.29793  0.008504  0.004971  0.002999     1.711
   0.53644  0.46840  0.06826  1.30884  0.008162  0.004808  0.003142     1.698
   0.54844  0.45641  0.06876  1.31985  0.007837  0.004651  0.003287     1.685
   0.56043  0.44442  0.06920  1.33078  0.007533  0.004501  0.003431     1.674
   0.57243  0.43244  0.06958  1.34166  0.007248  0.004357  0.003573     1.664
   0.58442  0.42045  0.06990  1.35255  0.006977  0.004218  0.003716     1.654
   0.59641  0.40846  0.07016  1.36369  0.006715  0.004081  0.003864     1.645
   0.60839  0.39649  0.07037  1.37496  0.006462  0.003948  0.004015     1.637
   0.62035  0.38453  0.07051  1.38620  0.006223  0.003821  0.004166     1.629
   0.63230  0.37257  0.07059  1.39748  0.005995  0.003697  0.004316     1.622
   0.64426  0.36062  0.07061  1.40897  0.005774  0.003576  0.004472     1.615
   0.65621  0.34867  0.07056  1.42058  0.005562  0.003458  0.004629     1.608
   0.66814  0.33673  0.07045  1.43269  0.005350  0.003340  0.004798     1.602
   0.68007  0.32481  0.07027  1.44476  0.005150  0.003227  0.004966     1.596
   0.69198  0.31290  0.07003  1.45733  0.004951  0.003114  0.005145     1.590
   0.70388  0.30100  0.06972  1.47014  0.004758  0.003004  0.005330     1.584
   0.71576  0.28913  0.06934  1.48367  0.004563  0.002892  0.005533     1.578
   0.72761  0.27728  0.06889  1.49745  0.004375  0.002783  0.005742     1.572
   0.73944  0.26547  0.06836  1.51174  0.004190  0.002676  0.005964     1.566
   0.75125  0.25368  0.06775  1.52625  0.004011  0.002571  0.006191     1.560
   0.76303  0.24191  0.06706  1.54166  0.003832  0.002465  0.006441     1.555
   0.77479  0.23018  0.06628  1.55765  0.003655  0.002360  0.006707     1.549
   0.78651  0.21849  0.06542  1.57447  0.003480  0.002256  0.006995     1.542
   0.79819  0.20685  0.06447  1.59246  0.003303  0.002151  0.007318     1.536
   0.80982  0.19527  0.06342  1.61116  0.003131  0.002047  0.007660     1.529
   0.82139  0.18375  0.06227  1.63085  0.002961  0.001945  0.008032     1.522
   0.83291  0.17230  0.06102  1.65176  0.002792  0.001842  0.008440     1.516
   0.84436  0.16093  0.05966  1.67458  0.002620  0.001738  0.008910     1.508
   0.85572  0.14967  0.05818  1.69865  0.002453  0.001635  0.009421     1.500
   0.86699  0.13852  0.05658  1.72447  0.002288  0.001533  0.009989     1.492
   0.87814  0.12750  0.05485  1.75229  0.002125  0.001431  0.010624     1.484
   0.88917  0.11663  0.05298  1.78223  0.001965  0.001331  0.011330     1.476
   0.90003  0.10595  0.05097  1.81513  0.001806  0.001230  0.012139     1.468
   0.91071  0.09550  0.04882  1.85080  0.001651  0.001130  0.013042     1.461
   0.92112  0.08534  0.04652  1.89049  0.001499  0.001031  0.014085     1.454
   0.93121  0.07556  0.04408  1.93440  0.001351  0.000933  0.015267     1.448
   0.94088  0.06623  0.04151  1.98138  0.001214  0.000840  0.016502     1.446
   0.95006  0.05745  0.03882  2.02990  0.001094  0.000754  0.017622     1.452
   0.95866  0.04931  0.03604  2.07983  0.000994  0.000675  0.018430     1.471
   0.96658  0.04191  0.03323  2.13058  0.000916  0.000605  0.018539     1.514
   0.97373  0.03532  0.03046  2.18166  0.000870  0.000543  0.017280     1.603
   0.98007  0.02957  0.02778  2.23379  0.000875  0.000488  0.013661     1.793
   0.98561  0.02464  0.02525  2.30280  0.000946  0.000427  0.007878     2.217
   0.99043  0.02044  0.02289  2.42798  0.001094  0.000330  0.001554     3.315
   0.99461  0.01688  0.02070  2.64420  0.001236  0.000180 -0.001529     6.851
   0.99826  0.01386  0.01865  2.78727  0.001240  0.000101 -0.003248    12.328
   1.00147  0.01129  0.01673  2.79730  0.001114  0.000096 -0.003424    11.567
   1.00431  0.00910  0.01492  2.80683  0.000939  0.000093 -0.003621    10.122
   1.00685  0.00723  0.01320  2.81812  0.000757  0.000089 -0.003888     8.477
   1.00915  0.00562  0.01156  2.83374  0.000585  0.000085 -0.004324     6.863
   1.01124  0.00425  0.00998  2.85775  0.000435  0.000080 -0.004992     5.430
   1.01316  0.00310  0.00845  2.89550  0.000316  0.000074 -0.003547     4.283
   1.01491  0.00214  0.00698  2.94894  0.000225  0.000066  0.007376     3.401
   1.01654  0.00137  0.00555  3.01254  0.000170  0.000058  0.025270     2.932
   1.01806  0.00078  0.00414  3.06395  0.000135  0.000051  0.045934     2.669
   1.01951  0.00035  0.00275  3.08487  0.000116  0.000045  0.061053     2.565
   1.02091  0.00009  0.00139  3.08209  0.000100  0.000040  0.076949     2.485
   1.02225  0.00000  0.00005  3.04716  0.000086  0.000036  0.095422     2.406
   1.02356  0.00008 -0.00126  2.95625  0.000075  0.000033  0.119722     2.291
   1.02488  0.00037 -0.00255  2.77692  0.000070  0.000031  0.126339     2.236
   1.02623  0.00085 -0.00381  2.53746  0.000069  0.000031  0.121649     2.198
   1.02766  0.00154 -0.00506  2.26878  0.000071  0.000032  0.104084     2.208
   1.02917  0.00244 -0.00628  2.00095  0.000073  0.000033  0.091050     2.191
   1.03079  0.00356 -0.00744  1.72421  0.000077  0.000035  0.075268     2.179
   1.03252  0.00491 -0.00853  1.45254  0.000083  0.000038  0.059754     2.162
   1.03439  0.00648 -0.00956  1.20060  0.000092  0.000043  0.044004     2.166
   1.03643  0.00827 -0.01053  0.98304  0.000103  0.000048  0.032229     2.167
   1.03867  0.01030 -0.01146  0.79705  0.000116  0.000053  0.022787     2.190
   1.04115  0.01262 -0.01236  0.63284  0.000126  0.000058  0.016866     2.170
   1.04395  0.01527 -0.01323  0.48505  0.000144  0.000065  0.010922     2.212
   1.04713  0.01833 -0.01409  0.35389  0.000155  0.000071  0.007610     2.180
   1.05078  0.02189 -0.01492  0.23294  0.000180  0.000081  0.004131     2.230
   1.05503  0.02606 -0.01574  0.12491  0.000189  0.000086  0.002142     2.212
   1.06002  0.03099 -0.01654  0.02440  0.000235  0.000105  0.000332     2.230
   1.06591  0.03683 -0.01730 -0.06542  0.000235  0.000105  0.000890     2.230
   1.07284  0.04373 -0.01800 -0.14990  0.000276  0.000122  0.001680     2.265
   1.08089  0.05175 -0.01862 -0.22405  0.000305  0.000136  0.002323     2.243
   1.09000  0.06084 -0.01913 -0.28800  0.000347  0.000152  0.002521     2.285
   1.10001  0.07084 -0.01951 -0.34457  0.000374  0.000166  0.002864     2.261
   1.11070  0.08153 -0.01976 -0.39123  0.000421  0.000183  0.002773     2.305
   1.12185  0.09269 -0.01989 -0.43167  0.000449  0.000197  0.002932     2.283
   1.13333  0.10417 -0.01992 -0.46577  0.000490  0.000212  0.002825     2.310
   1.14504  0.11588 -0.01986 -0.49484  0.000523  0.000226  0.002815     2.309
   1.15691  0.12775 -0.01972 -0.52040  0.000556  0.000240  0.002771     2.314
   1.16889  0.13972 -0.01953 -0.54277  0.000588  0.000254  0.002717     2.320
   1.18095  0.15178 -0.01928 -0.56251  0.000619  0.000266  0.002661     2.325
   1.19307  0.16389 -0.01899 -0.58027  0.000649  0.000279  0.002613     2.327
   1.20523  0.17605 -0.01867 -0.59621  0.000678  0.000291  0.002558     2.332
   1.21742  0.18824 -0.01830 -0.61074  0.000706  0.000302  0.002512     2.335
   1.22965  0.20046 -0.01791 -0.62369  0.000735  0.000314  0.002444     2.342
   1.24191  0.21271 -0.01750 -0.63601  0.000759  0.000324  0.002422     2.339
   1.25418  0.22498 -0.01707 -0.64719  0.000786  0.000335  0.002369     2.344
   1.26646  0.23725 -0.01661 -0.65759  0.000811  0.000346  0.002328     2.346
   1.27877  0.24955 -0.01613 -0.66708  0.000837  0.000356  0.002276     2.351
   1.29109  0.26186 -0.01564 -0.67624  0.000859  0.000365  0.002253     2.350
   1.30342  0.27417 -0.01514 -0.68454  0.000884  0.000375  0.002203     2.355
   1.31576  0.28651 -0.01462 -0.69235  0.000908  0.000385  0.002164     2.358
   1.32811  0.29885 -0.01409 -0.69972  0.000931  0.000395  0.002129     2.360
   1.34048  0.31121 -0.01355 -0.70655  0.000955  0.000404  0.002089     2.363
   1.35287  0.32359 -0.01301 -0.71328  0.000974  0.000413  0.002069     2.362
   1.36527  0.33597 -0.01246 -0.71948  0.000997  0.000422  0.002033     2.365
   1.37766  0.34835 -0.01191 -0.72558  0.001016  0.000430  0.002014     2.364
   1.39006  0.36074 -0.01136 -0.73150  0.001035  0.000438  0.001996     2.363
   1.40246  0.37312 -0.01080 -0.73694  0.001057  0.000446  0.001962     2.366
   1.41486  0.38551 -0.01024 -0.74217  0.001077  0.000455  0.001936     2.368
   1.42727  0.39791 -0.00967 -0.74724  0.001096  0.000463  0.001914     2.369
   1.43968  0.41030 -0.00911 -0.75202  0.001116  0.000471  0.001888     2.371
   1.45208  0.42269 -0.00854 -0.75668  0.001134  0.000478  0.001868     2.371
   1.46447  0.43507 -0.00797 -0.76092  0.001156  0.000486  0.001835     2.376
   1.47686  0.44745 -0.00741 -0.76512  0.001174  0.000494  0.001814     2.377
   1.48926  0.45983 -0.00685 -0.76932  0.001190  0.000501  0.001802     2.376
   1.50165  0.47221 -0.00630 -0.77349  0.001205  0.000508  0.001794     2.373
   1.51404  0.48459 -0.00575 -0.77719  0.001226  0.000515  0.001764     2.378
   1.52641  0.49695 -0.00520 -0.78100  0.001241  0.000522  0.001752     2.377
   1.53879  0.50931 -0.00466 -0.78472  0.001257  0.000529  0.001740     2.376
   1.55116  0.52167 -0.00414 -0.78828  0.001273  0.000536  0.001724     2.377
   1.56351  0.53402 -0.00361 -0.79172  0.001290  0.000542  0.001708     2.378
   1.57586  0.54635 -0.00310 -0.79520  0.001304  0.000549  0.001700     2.376
   1.58820  0.55868 -0.00260 -0.79861  0.001318  0.000555  0.001691     2.375
   1.60053  0.57100 -0.00212 -0.80196  0.001331  0.000561  0.001682     2.374
   1.61287  0.58333 -0.00165 -0.80538  0.001343  0.000566  0.001680     2.371
   1.62519  0.59565 -0.00118 -0.80859  0.001357  0.000572  0.001668     2.371
   1.63751  0.60796 -0.00074 -0.81218  0.001364  0.000577  0.001679     2.364
   1.64983  0.62027 -0.00031 -0.81538  0.001378  0.000583  0.001668     2.365
   1.66215  0.63259  0.00011 -0.81882  0.001386  0.000587  0.001671     2.361
   1.67447  0.64489  0.00051 -0.82203  0.001398  0.000592  0.001664     2.360
   1.68678  0.65720  0.00090 -0.82546  0.001406  0.000597  0.001669     2.356
   1.69909  0.66950  0.00127 -0.82871  0.001417  0.000602  0.001664     2.355
   1.71138  0.68179  0.00162 -0.83207  0.001424  0.000606  0.001668     2.352
   1.72367  0.69407  0.00196 -0.83543  0.001432  0.000610  0.001670     2.349
   1.73596  0.70636  0.00228 -0.83907  0.001435  0.000613  0.001686     2.341
   1.74824  0.71864  0.00257 -0.84221  0.001447  0.000618  0.001674     2.343
   1.76051  0.73091  0.00285 -0.84574  0.001452  0.000621  0.001685     2.338
   1.77277  0.74316  0.00311 -0.84929  0.001456  0.000624  0.001695     2.333
   1.78503  0.75541  0.00334 -0.85293  0.001459  0.000627  0.001707     2.328
   1.79727  0.76766  0.00355 -0.85675  0.001460  0.000629  0.001725     2.321
   1.80951  0.77990  0.00373 -0.86073  0.001459  0.000631  0.001747     2.313
   1.82175  0.79213  0.00389 -0.86472  0.001460  0.000633  0.001764     2.307
   1.83398  0.80436  0.00402 -0.86878  0.001460  0.000634  0.001782     2.302
   1.84619  0.81658  0.00412 -0.87328  0.001454  0.000635  0.001816     2.291
   1.85839  0.82878  0.00420 -0.87748  0.001455  0.000636  0.001830     2.287
   1.87058  0.84096  0.00424 -0.88250  0.001444  0.000635  0.001879     2.273
   1.88275  0.85313  0.00425 -0.88745  0.001437  0.000635  0.001915     2.264
   1.89490  0.86528  0.00423 -0.89286  0.001426  0.000633  0.001964     2.251
   1.90702  0.87740  0.00416 -0.89842  0.001415  0.000632  0.002011     2.241
   1.91912  0.88950  0.00406 -0.90499  0.001394  0.000627  0.002093     2.221
   1.93119  0.90157  0.00391 -0.91164  0.001376  0.000624  0.002162     2.207
   1.94323  0.91360  0.00371 -0.91972  0.001346  0.000617  0.002281     2.182
   1.95522  0.92559  0.00346 -0.92817  0.001318  0.000610  0.002392     2.162
   1.96713  0.93750  0.00315 -0.93832  0.001278  0.000599  0.002556     2.132
   1.97894  0.94930  0.00279 -0.94999  0.001233  0.000587  0.002755     2.101
   1.99056  0.96092  0.00235 -0.96406  0.001176  0.000570  0.003024     2.062
   2.00192  0.97226  0.00183 -0.98253  0.001099  0.000547  0.003443     2.009
   2.01288  0.98321  0.00122 -1.00852  0.000993  0.000513  0.004137     1.935
   2.02326  0.99357  0.00052 -1.05312  0.000828  0.000456  0.005627     1.818
   2.02971  1.00000  0.00000 -1.05411  0.000892  0.000469  0.004935     1.901
   2.02971  1.00010 -0.00001  1.05411  0.078488  0.013036  0.000000     6.021
   2.03618  1.00653 -0.00075  1.05199  0.077104  0.013245  0.000000     5.821
   2.04344  1.01376 -0.00140  1.04971  0.076535  0.013470  0.000000     5.682
   2.05158  1.02187 -0.00200  1.04710  0.075938  0.013728  0.000000     5.532
   2.06071  1.03099 -0.00256  1.04407  0.075258  0.014027  0.000000     5.365
   2.07096  1.04122 -0.00307  1.04055  0.074437  0.014376  0.000000     5.178
   2.08245  1.05270 -0.00353  1.03642  0.073433  0.014786  0.000000     4.966
   2.09534  1.06558 -0.00392  1.03155  0.072199  0.015271  0.000000     4.728
   2.10979  1.08004 -0.00421  1.02573  0.070690  0.015850  0.000000     4.460
   2.12601  1.09625 -0.00439  1.01869  0.068856  0.016554  0.000000     4.159
   2.14420  1.11444 -0.00442  1.00993  0.066656  0.017434  0.000000     3.823
   2.16460  1.13485 -0.00427  0.99844  0.064076  0.018595  0.000000     3.446
   2.18749  1.15773 -0.00390  0.98391  0.061118  0.020081  0.000000     3.044
   2.21317  1.18340 -0.00325  0.97363  0.057651  0.021139  0.000000     2.727
   2.24196  1.21218 -0.00226  0.96533  0.053894  0.021986  0.000000     2.451
   2.27427  1.24445 -0.00087  0.95931  0.049987  0.022589  0.000000     2.213
   2.31050  1.28064  0.00101  0.95572  0.046089  0.022941  0.000000     2.009
   2.35115  1.32121  0.00348  0.95444  0.042356  0.023062  0.000000     1.837
   2.39674  1.36669  0.00664  0.95514  0.038915  0.022997  0.000000     1.692
   2.44788  1.41768  0.01063  0.95735  0.035851  0.022806  0.000000     1.572
   2.50525  1.47483  0.01559  0.96050  0.033195  0.022543  0.000000     1.473
   2.56960  1.53889  0.02169  0.96411  0.030939  0.022255  0.000000     1.390
   2.64178  1.61069  0.02913  0.96782  0.029045  0.021970  0.000000     1.322
   2.72275  1.69115  0.03812  0.97139  0.027466  0.021705  0.000000     1.265
   2.81357  1.78133  0.04891  0.97472  0.026151  0.021466  0.000000     1.218
   2.91544  1.88238  0.06180  0.97773  0.025060  0.021255  0.000000     1.179
   3.02971  1.99563  0.07709  0.98388  0.023857  0.020838  0.000000     1.145
